,user_id,recommendations
465,466,"[13115639, 1136257, 1139827, 1001680, 1070214]"
466,467,"[6979089, 12524174, 9296804, 945652, 1070820]"
467,468,"[908504, 907625, 911778, 1106523, 1126899]"
468,469,"[16100266, 832001, 951412, 1098435, 15926507]"
469,470,"[908314, 1119784, 986596, 1043357, 1058997]"
470,471,"[1029272, 6553298, 1029743, 5569230, 1106523]"
471,472,"[1029743, 1128016, 871754, 9245106, 13381584]"
472,473,"[8249365, 1035207, 1029743, 838186, 1050968]"
473,474,"[1029743, 897485, 870547, 838739, 841220]"
474,475,"[1075368, 1029743, 859075, 961554, 1043416]"
475,476,"[1029743, 1106523, 1126899, 6034857, 893018]"
476,477,"[1068719, 941307, 1029743, 9837501, 1136257]"
477,478,"[8203851, 1060912, 1029479, 858743, 8293447]"
478,479,"[962229, 1068719, 1138443, 965766, 856772]"
479,480,"[857503, 1047769, 1001827, 854754, 1125278]"
480,481,"[1075275, 1074283, 15452812, 962229, 893018]"
481,482,"[9835606, 6034857, 12301100, 910673, 977499]"
482,483,"[1071939, 1106523, 1127624, 1126899, 1041796]"
483,484,"[984575, 1006483, 10198402, 1038217, 998549]"
484,485,"[1029743, 845193, 951590, 972665, 7169089]"
485,486,"[46427, 965766, 1096036, 1038217, 909894]"
486,487,"[10456405, 1058997, 897611, 12484491, 1029743]"
487,488,"[951590, 13841744, 1072523, 917816, 12524691]"
488,489,"[13842088, 1138443, 1087102, 858743, 1037332]"
489,490,"[821562, 1051211, 863506, 9487534, 831763]"
490,491,"[9836302, 903325, 962568, 9676938, 1106523]"
491,492,"[1075368, 861184, 1010578, 6979579, 1029743]"
492,493,"[1029743, 1093697, 947267, 873627, 9420068]"
493,494,"[5568378, 913210, 965766, 1042438, 962568]"
494,495,"[1029743, 12810391, 906443, 8090509, 940947]"
495,496,"[6553737, 1106523, 1029743, 1036347, 8090537]"
496,497,"[8293447, 1018963, 921744, 1104343, 976199]"
497,498,"[1061228, 1028891, 938596, 856060, 1106523]"
498,499,"[1132538, 870547, 913210, 1022097, 1096635]"
499,500,"[1028816, 822407, 930917, 961554, 1058779]"
500,501,"[839243, 965766, 859075, 962568, 899624]"
501,502,"[1044078, 1096036, 5592931, 1043590, 1126899]"
502,503,"[1085604, 820347, 1072693, 1035600, 1029743]"
503,504,"[1038217, 1106523, 965766, 983584, 1070820]"
504,505,"[898068, 844179, 12648296, 962991, 893501]"
505,506,"[12807251, 5568732, 1058133, 956067, 1005274]"
506,507,"[5568228, 951590, 964968, 13841744, 1029743]"
507,508,"[969205, 1058997, 1134522, 972143, 961269]"
508,509,"[951009, 1008074, 830976, 926422, 12731714]"
509,510,"[1127831, 1070820, 1131115, 929018, 1106523]"
510,511,"[7433029, 1116635, 6533765, 1029743, 1073150]"
511,512,"[962568, 899624, 1058779, 896369, 1029743]"
512,513,"[865026, 1018740, 1117690, 892433, 987724]"
513,514,"[923169, 961554, 852235, 1126786, 1062572]"
514,515,"[854270, 1029743, 5592931, 1106523, 1126899]"
515,516,"[1110572, 1053690, 839243, 1029743, 835098]"
516,517,"[1126899, 13411933, 1028816, 878715, 873654]"
517,518,"[1029743, 962568, 862732, 1102959, 835098]"
518,519,"[1029743, 888586, 962266, 943169, 43020]"
519,520,"[1029743, 860439, 1104343, 835098, 1043590]"
520,521,"[5568228, 893651, 1068292, 8090440, 1022848]"
521,522,"[1085604, 12301109, 879755, 844179, 999858]"
522,523,"[1004867, 970861, 6704319, 898121, 961554]"
523,524,"[990797, 1058997, 961554, 849202, 6034857]"
524,525,"[1110572, 1011300, 5569471, 5569374, 1077515]"
525,526,"[913210, 834117, 882496, 1085604, 1070820]"
526,527,"[1131321, 1046584, 12988031, 12987975, 1106064]"
527,528,"[1126899, 1028816, 1106523, 8090537, 1070820]"
528,529,"[962229, 870547, 972931, 1029743, 908318]"
529,530,"[839656, 976199, 6034857, 872137, 993028]"
530,531,"[870826, 898466, 1044078, 1075368, 5569374]"
531,532,"[1096036, 859075, 965766, 893018, 1071939]"
532,533,"[899624, 1038217, 962568, 999779, 1126899]"
533,534,"[993466, 1124695, 1135834, 14077304, 9268695]"
534,535,"[825343, 899624, 1106523, 1118533, 14077333]"
535,536,"[1041796, 1029743, 832678, 1096036, 1062782]"
536,537,"[1058997, 1029743, 1106523, 821083, 852856]"
537,538,"[1082212, 1070820, 906838, 15972790, 1136719]"
538,539,"[15451935, 878715, 1068719, 848029, 1023958]"
539,540,"[15830451, 1000237, 962568, 9676944, 7168026]"
540,541,"[1106523, 899624, 6533765, 1060408, 972931]"
541,542,"[1082990, 1106523, 824796, 12648967, 856772]"
542,543,"[7443013, 989409, 915274, 13986597, 1101932]"
543,544,"[9676830, 929751, 7167853, 1135886, 1077555]"
544,545,"[1067449, 13877192, 1070076, 912914, 9296965]"
545,546,"[10198378, 10284946, 1002459, 969419, 1089766]"
546,547,"[891505, 951590, 1085333, 859010, 947798]"
547,548,"[1098435, 1061394, 7166839, 1056427, 828114]"
548,549,"[1068719, 873964, 859075, 1001702, 913790]"
549,550,"[835098, 917438, 899624, 6034857, 887503]"
550,551,"[976199, 1058997, 1070702, 913785, 1009449]"
551,552,"[863885, 899624, 1088191, 1069039, 859075]"
552,553,"[951590, 842416, 916463, 1029743, 1096036]"
553,554,"[1069103, 1106523, 867785, 1070820, 8090521]"
554,555,"[913210, 1077555, 1102959, 962568, 1043751]"
555,556,"[859075, 1136257, 1106523, 965766, 1029743]"
556,557,"[905436, 1071759, 819330, 962568, 6034857]"
557,558,"[1106523, 835243, 899624, 893018, 1126899]"
558,559,"[1029743, 1106523, 1126899, 1070820, 1058997]"
559,560,"[1029743, 852540, 900802, 1003188, 903233]"
560,561,"[938138, 6034857, 1000753, 1136778, 1097418]"
561,562,"[1115069, 957951, 1004996, 965842, 14077333]"
562,563,"[1029743, 961554, 9881592, 1085604, 859075]"
563,564,"[1039505, 1058997, 825365, 15926886, 8011291]"
564,565,"[866871, 1024306, 945652, 12524174, 9677620]"
565,566,"[993638, 1053690, 1058997, 940947, 1044078]"
566,567,"[824502, 10456164, 996891, 1044078, 1070214]"
567,568,"[5585510, 905817, 1042544, 1106523, 903325]"
568,569,"[6391080, 15831151, 1029743, 9419487, 1110572]"
569,570,"[1029743, 1069621, 1070702, 9676938, 859075]"
570,571,"[7443278, 1070820, 890637, 15449616, 1000542]"
571,572,"[844179, 1106523, 1029743, 1126899, 1070820]"
572,573,"[1106523, 1070820, 849697, 8090521, 8090539]"
573,574,"[1029743, 983584, 849505, 951590, 942525]"
574,575,"[1133101, 1070820, 855718, 8019233, 1096036]"
575,576,"[931579, 903325, 8090521, 5996212, 5569471]"
576,577,"[1110244, 951590, 827656, 885697, 916993]"
577,578,"[964011, 1006250, 847207, 942166, 1071277]"
578,579,"[961554, 993466, 1058997, 1023958, 1029743]"
579,580,"[1118946, 1056509, 1077555, 896085, 1056746]"
580,581,"[886703, 1070820, 1084796, 976199, 885463]"
581,582,"[6602616, 845715, 903325, 5569230, 1050741]"
582,583,"[1053690, 8020166, 12302069, 14025389, 1106523]"
583,584,"[1029743, 1106523, 1126899, 1070820, 43020]"
584,585,"[8090521, 1029743, 985893, 5569471, 1108131]"
585,586,"[980666, 906335, 1053690, 1029743, 961554]"
586,587,"[911470, 863449, 871252, 1070463, 1029743]"
587,588,"[1106523, 1053690, 951590, 961554, 1029743]"
588,589,"[1042438, 1068719, 865456, 1029743, 5569374]"
589,590,"[1139216, 947858, 1130858, 1041796, 940947]"
590,591,"[933067, 1065017, 1053690, 1106523, 1126899]"
591,592,"[1028816, 921744, 1029743, 1117602, 859010]"
592,593,"[5592931, 1106523, 1029743, 853998, 12183644]"
593,594,"[1106523, 962229, 893018, 962568, 8065410]"
594,595,"[1022152, 873847, 6513719, 13512542, 877175]"
595,596,"[1025581, 12731621, 1062607, 1106523, 8090536]"
596,597,"[1025581, 1126899, 942166, 961554, 7169088]"
597,598,"[6034857, 850925, 9553382, 12731544, 1104343]"
598,599,"[5981072, 967395, 866871, 1023958, 5585510]"
599,600,"[1029743, 13842100, 1106523, 951590, 938138]"
600,601,"[1126899, 902640, 983584, 916990, 1110572]"
601,602,"[1021116, 10285144, 944139, 17105257, 1058779]"
602,603,"[1053690, 1085604, 951590, 1058997, 859075]"
603,604,"[900586, 7441668, 879876, 834129, 1070076]"
604,605,"[1126899, 965772, 13133916, 15926507, 984018]"
605,606,"[1029743, 1036930, 880427, 1027372, 7168759]"
606,607,"[1106523, 1058997, 1126899, 962229, 936914]"
607,608,"[6979753, 1038462, 1106523, 7024844, 8090536]"
608,609,"[1053690, 903529, 1015974, 5569230, 1085604]"
609,610,"[990797, 828867, 965766, 1029743, 860975]"
610,611,"[1029743, 5566235, 971852, 8090546, 1005609]"
611,612,"[1029743, 1103476, 15741861, 1138292, 1134522]"
612,613,"[962568, 5592931, 951590, 985893, 934427]"
613,614,"[1029743, 961554, 982955, 15926911, 857503]"
614,615,"[1058997, 1110142, 962568, 961554, 5995597]"
615,616,"[852856, 1027569, 1022097, 840890, 882830]"
616,617,"[10345155, 1022340, 1126899, 14106445, 827079]"
617,618,"[1037840, 1106523, 921836, 1070820, 5591170]"
618,619,"[962568, 865456, 899624, 859075, 5569471]"
619,620,"[1076580, 1014155, 977545, 903325, 1088147]"
620,621,"[1112825, 5569893, 13506200, 869900, 12384177]"
621,622,"[1106523, 1049906, 895680, 1070820, 1065538]"
622,623,"[1082310, 1008334, 1070702, 1068719, 947798]"
623,624,"[5592931, 1008032, 1106523, 899624, 5591103]"
624,625,"[951590, 1103741, 856252, 6602697, 910673]"
625,626,"[1043590, 9487927, 1096036, 1134522, 5592931]"
626,627,"[1075170, 963835, 6533834, 962568, 856942]"
627,628,"[1101173, 1029743, 5569845, 5569230, 871756]"
628,629,"[1027569, 1038217, 1058997, 860975, 909894]"
629,630,"[15926886, 1070820, 962568, 1106271, 1041796]"
630,631,"[1053690, 9571047, 1009631, 839485, 1106523]"
631,632,"[1029743, 870211, 989144, 965766, 873203]"
632,633,"[1075368, 1096727, 1029743, 961730, 1016800]"
633,634,"[5569230, 1041796, 5569471, 5569374, 5569845]"
634,635,"[1043590, 951590, 1106523, 1027569, 1029743]"
635,636,"[8358933, 13115914, 1043895, 1029743, 844179]"
636,637,"[1005609, 13945244, 1035676, 967461, 15926886]"
637,638,"[1059347, 1034956, 1053530, 1029743, 1106523]"
638,639,"[1068719, 1025611, 1026346, 5568987, 1103629]"
639,640,"[961554, 1029743, 1106523, 1070702, 1126899]"
640,641,"[1070820, 1104349, 1126899, 1027216, 1106523]"
641,642,"[1139184, 989824, 9446216, 1058997, 871756]"
642,643,"[1055168, 1079338, 937736, 15926712, 1065038]"
643,644,"[821083, 848319, 15716429, 1077274, 15972565]"
644,645,"[1053690, 961554, 1029743, 857503, 6464147]"
645,646,"[1020682, 983584, 1058997, 989069, 896369]"
646,647,"[951590, 1043751, 1029743, 5568228, 957164]"
647,648,"[903325, 15629817, 903800, 948495, 1083846]"
648,649,"[13416351, 13417846, 13417590, 13417591, 827683]"
649,650,"[1058997, 1029743, 1106523, 1005274, 1126899]"
650,651,"[961554, 1000970, 962568, 903325, 8119157]"
651,652,"[832678, 1084331, 1051211, 920844, 1017325]"
652,653,"[1037840, 951590, 1056509, 1053690, 1106523]"
653,654,"[937413, 1077555, 15926886, 1056509, 15925334]"
654,655,"[6533765, 995628, 865456, 1044078, 837751]"
655,656,"[1106523, 951590, 5569230, 5568228, 1027569]"
656,657,"[1095062, 9926758, 853038, 957232, 880284]"
657,658,"[1068719, 5592931, 1029743, 8180927, 856060]"
658,659,"[844179, 998049, 951590, 960744, 998556]"
659,660,"[1126899, 1043787, 1004950, 1058997, 10285141]"
660,661,"[12262978, 904359, 1004596, 997415, 5569845]"
661,662,"[1070272, 1103105, 897808, 1106064, 913210]"
662,663,"[991951, 870933, 10285144, 1024051, 8090521]"
663,664,"[1039224, 951590, 1106523, 13841744, 1122568]"
664,665,"[1082990, 1106523, 1029743, 1126899, 1070820]"
665,666,"[1043590, 845193, 957063, 905537, 867931]"
666,667,"[12301100, 898601, 860975, 909894, 820122]"
667,668,"[1112824, 1058997, 984715, 896369, 909268]"
668,669,"[1126899, 951412, 903325, 923670, 1013531]"
669,670,"[1029743, 899115, 12263857, 885406, 1070820]"
670,671,"[935284, 951590, 913490, 847434, 931255]"
671,672,"[12949590, 962568, 981660, 899624, 1058997]"
672,673,"[844179, 1068719, 883932, 827683, 985893]"
673,674,"[911614, 6904666, 1048462, 1029743, 1106523]"
674,675,"[6533765, 910673, 1121384, 1106523, 848970]"
675,676,"[10204543, 899624, 1102959, 957951, 1029743]"
676,677,"[879755, 828867, 5568378, 5569327, 1058997]"
677,678,"[6533765, 1036753, 871611, 849003, 1027569]"
678,679,"[1013928, 1097239, 999714, 9483647, 9881592]"
679,680,"[832442, 971807, 900586, 930917, 7441419]"
680,681,"[856252, 9677447, 967461, 1134483, 5569327]"
681,682,"[1029743, 5591538, 976199, 1127831, 896862]"
682,683,"[1127831, 81562, 12611709, 961554, 904422]"
683,684,"[15926886, 922071, 16220948, 992622, 957839]"
684,685,"[1015539, 1097398, 6534578, 962568, 6534480]"
685,686,"[982469, 834631, 1000856, 958067, 860947]"
686,687,"[951590, 1029743, 9446246, 13841744, 1068343]"
687,688,"[999104, 13877305, 973773, 1126899, 1005274]"
688,689,"[893501, 1053690, 1085604, 970030, 879755]"
689,690,"[1037840, 1088771, 962568, 1105917, 944564]"
690,691,"[1118046, 825365, 13842214, 989069, 1034686]"
691,692,"[938283, 1019643, 1067443, 1135834, 1065038]"
692,693,"[1029743, 1087102, 1044188, 1104349, 983584]"
693,694,"[883932, 951590, 1029743, 8090537, 13841744]"
694,695,"[1029743, 882496, 5565356, 993639, 1068715]"
695,696,"[1048483, 1126899, 983584, 1003188, 1106523]"
696,697,"[1028816, 1029743, 1106523, 5592931, 1126899]"
697,698,"[954216, 1106523, 1029743, 1126899, 1058997]"
698,699,"[1043751, 1016767, 1058930, 10285121, 819304]"
699,700,"[1029743, 1106523, 1043751, 1038217, 1126899]"
700,701,"[913026, 835098, 5569230, 10344585, 5569845]"
701,702,"[1029743, 899624, 1070820, 1117514, 896974]"
702,703,"[916575, 1043751, 1058997, 1041796, 1029743]"
703,704,"[871756, 1029743, 955370, 951590, 9836106]"
704,705,"[912112, 991592, 1029743, 1126808, 913278]"
705,706,"[1070820, 1117219, 1053690, 5569230, 9677236]"
706,707,"[946055, 835098, 7025114, 1029743, 899624]"
707,708,"[1029743, 910439, 1010164, 1101725, 864532]"
708,709,"[889692, 1049922, 1075368, 10344971, 1073150]"
709,710,"[1106523, 1021116, 875413, 5583595, 873627]"
710,711,"[1037840, 8090521, 904493, 932631, 1068719]"
711,712,"[963835, 872137, 921504, 1070820, 1106523]"
712,713,"[962229, 1099316, 1112905, 1106523, 5569230]"
713,714,"[899624, 1106523, 1094308, 944139, 911470]"
714,715,"[1082269, 6463451, 6463520, 969205, 8065410]"
715,716,"[1058997, 999858, 9834837, 1070702, 893501]"
716,717,"[1096905, 1016298, 974156, 1087102, 1136257]"
717,718,"[934676, 1045109, 5585510, 1029743, 951590]"
718,719,"[1099802, 1058543, 15926911, 845082, 907418]"
719,720,"[1115069, 1056212, 5568758, 1055044, 866548]"
720,721,"[1126899, 1106523, 1110572, 1029743, 862732]"
721,722,"[920958, 951240, 1077312, 1106523, 13986534]"
722,723,"[8205577, 1071343, 999104, 1043920, 960170]"
723,724,"[1062128, 1136719, 1058997, 881706, 1029743]"
724,725,"[1106523, 899624, 962568, 900802, 1029743]"
725,726,"[944159, 1058997, 12731544, 1042438, 1011141]"
726,727,"[935126, 1106523, 905817, 859075, 1122568]"
727,728,"[1041796, 1106523, 899624, 844179, 896974]"
728,729,"[903325, 961554, 962568, 1127831, 821083]"
729,730,"[1126899, 1058997, 8293447, 954347, 1129945]"
730,731,"[830790, 1085604, 879755, 1071939, 1138189]"
731,732,"[15831209, 856345, 976199, 942778, 873654]"
732,733,"[7443137, 867787, 1000170, 9487306, 5569374]"
733,734,"[970160, 1029743, 12262830, 821083, 5995597]"
734,735,"[1029743, 1106523, 1072523, 951590, 1044188]"
735,736,"[886451, 918684, 900802, 1029743, 967395]"
736,737,"[1121393, 962568, 1058997, 903325, 1054424]"
737,738,"[1053690, 1106523, 899624, 896369, 1070820]"
738,739,"[1053690, 15926886, 15926844, 893501, 5568378]"
739,740,"[1139638, 6034857, 967762, 900842, 1070782]"
740,741,"[13213604, 1129315, 962568, 903738, 829852]"
741,742,"[1106523, 1085604, 1053690, 965766, 1138189]"
742,743,"[5568382, 5588365, 969703, 919180, 882496]"
743,744,"[962568, 13115981, 903325, 999779, 1106523]"
744,745,"[1110572, 1109014, 854754, 8069350, 1029743]"
745,746,"[909479, 10341234, 5569471, 5569230, 1003254]"
746,747,"[1021715, 858918, 1058997, 15737492, 988693]"
747,748,"[1029743, 1106523, 947798, 1066893, 1108168]"
748,749,"[839419, 1068719, 1106523, 1126895, 1007512]"
749,750,"[1065941, 1110244, 12301100, 845705, 1126899]"
750,751,"[1054216, 1043590, 930385, 1096728, 1029685]"
751,752,"[6979808, 6979803, 1058997, 1054424, 15716751]"
752,753,"[1029743, 901776, 1126899, 6463520, 10285005]"
753,754,"[1016785, 841584, 1036347, 1127624, 883932]"
754,755,"[962568, 7410042, 1058997, 12781829, 1117556]"
755,756,"[844179, 995876, 1029743, 1106523, 1127831]"
756,757,"[962229, 9420041, 1026906, 5569230, 5568249]"
757,758,"[1027569, 1085604, 879755, 8090537, 990797]"
758,759,"[868423, 1107960, 8292958, 1043416, 8292967]"
759,760,"[1102829, 935578, 870804, 946995, 1029743]"
760,761,"[832976, 905072, 914697, 1029743, 844179]"
761,762,"[944167, 1073957, 1011300, 938319, 1106523]"
762,763,"[1029743, 845193, 844179, 1106523, 1126895]"
763,764,"[1029743, 1106523, 904574, 9526100, 15596709]"
764,765,"[962568, 1048472, 1050851, 946839, 1126899]"
765,766,"[964385, 916990, 962568, 10285121, 1106523]"
766,767,"[1053690, 1003188, 1058997, 983584, 859075]"
767,768,"[913210, 1127624, 9526572, 1029743, 1106523]"
768,769,"[1053690, 1029743, 1106523, 849870, 967395]"
769,770,"[1021164, 1029743, 1044078, 859075, 893018]"
770,771,"[9419525, 1124938, 961554, 959985, 1029743]"
771,772,"[909894, 1123575, 865528, 1122358, 1019247]"
772,773,"[13505572, 938300, 859427, 835973, 5569374]"
773,774,"[962229, 1024306, 15452805, 936594, 951590]"
774,775,"[961554, 893018, 965766, 880150, 962568]"
775,776,"[1029743, 901762, 997988, 1130458, 10284946]"
776,777,"[1072206, 862725, 1029743, 916993, 10457044]"
777,778,"[1022011, 896369, 893018, 949142, 971852]"
778,779,"[821083, 976199, 6533362, 963868, 5569471]"
779,780,"[913210, 961554, 1096036, 965766, 839419]"
780,781,"[986939, 872137, 910673, 6514011, 6602590]"
781,782,"[10285144, 13512017, 10285106, 5568378, 5569327]"
782,783,"[938138, 921744, 859010, 845622, 898212]"
783,784,"[5569230, 13381584, 1028816, 15926886, 6533765]"
784,785,"[6533681, 825703, 1106523, 1126899, 12330794]"
785,786,"[972665, 1008032, 1065538, 5569230, 877447]"
786,787,"[1079528, 1044507, 957736, 981082, 5569471]"
787,788,"[996425, 912898, 1043590, 9835223, 6534030]"
788,789,"[1071939, 1024306, 838738, 13115641, 1104343]"
789,790,"[6704144, 6552254, 6704207, 6632668, 911311]"
790,791,"[927695, 1043590, 1003188, 907631, 1058543]"
791,792,"[913785, 1024306, 5568378, 5569471, 1058997]"
792,793,"[1058997, 5569230, 1070820, 5569471, 1126899]"
793,794,"[950638, 904997, 8065410, 962568, 951590]"
794,795,"[12301100, 9836106, 1029743, 1106523, 870547]"
795,796,"[1058997, 1071939, 1077555, 962568, 859075]"
796,797,"[1029743, 15596263, 994223, 904450, 952698]"
797,798,"[12330606, 922307, 9338009, 1058997, 1085604]"
798,799,"[1089381, 1058997, 1126899, 1050851, 1077555]"
799,800,"[867020, 953180, 12263492, 9835509, 1106523]"
800,801,"[1009449, 868947, 9245106, 904422, 1106523]"
801,802,"[983584, 1041796, 1118946, 1134483, 827683]"
802,803,"[962568, 1018769, 9803483, 13776309, 1029743]"
803,804,"[1053690, 9487927, 1029743, 13876640, 1138189]"
804,805,"[949023, 870547, 899624, 965821, 873964]"
805,806,"[1029743, 868539, 835243, 889509, 1104604]"
806,807,"[858999, 961554, 965530, 1029743, 8090521]"
807,808,"[1029743, 1085604, 879755, 1073150, 1041796]"
808,809,"[889649, 13672065, 13671735, 9926758, 5584368]"
809,810,"[1028816, 993638, 1046262, 970030, 830203]"
810,811,"[1029743, 5568378, 1128271, 995188, 913210]"
811,812,"[896862, 885290, 1029743, 1106523, 1126899]"
812,813,"[1050851, 931579, 6979803, 6034857, 12673433]"
813,814,"[859075, 1136257, 1101173, 859010, 987724]"
814,815,"[863447, 8090532, 12301109, 1111259, 940947]"
815,816,"[1075368, 13213475, 1135822, 965050, 990797]"
816,817,"[1070820, 1092588, 9420048, 904574, 918368]"
817,818,"[1029743, 838859, 9297191, 9297151, 838186]"
818,819,"[1029743, 824073, 1121393, 10355978, 1122358]"
819,820,"[1037840, 856060, 13910006, 1007642, 898212]"
820,821,"[1106523, 1057124, 878285, 867215, 898601]"
821,822,"[8065410, 940947, 1044805, 1038462, 6979753]"
822,823,"[961554, 844179, 883932, 857503, 5569471]"
823,824,"[1096727, 962229, 1086061, 1106523, 13115813]"
824,825,"[910207, 1031253, 12604598, 867469, 1029743]"
825,826,"[12384431, 957420, 944317, 937791, 1089066]"
826,827,"[5568378, 987122, 1044078, 873964, 1136257]"
827,828,"[1029743, 1058997, 1106523, 962229, 6034857]"
828,829,"[960791, 1104414, 15971851, 10457233, 5569230]"
829,830,"[1029743, 1106523, 1126899, 1058997, 944317]"
830,831,"[957736, 951590, 885406, 1052975, 1029743]"
831,832,"[1029743, 1106523, 1070820, 1134483, 887393]"
832,833,"[844179, 1058997, 12810391, 865456, 1071939]"
833,834,"[6553737, 962568, 882830, 5592931, 893018]"
834,835,"[829349, 5578547, 1127831, 13212994, 1136719]"
835,836,"[990869, 15511302, 916993, 1037332, 1106523]"
836,837,"[8090537, 8090532, 962568, 1112825, 12330606]"
837,838,"[939119, 1106523, 977499, 985893, 9707137]"
838,839,"[961554, 990797, 5569471, 5569230, 871756]"
839,840,"[1033814, 990256, 1090884, 1029743, 1106523]"
840,841,"[1135681, 852015, 1135468, 1065259, 1073150]"
841,842,"[15926886, 9245108, 899624, 1029743, 1127831]"
842,843,"[1127624, 828867, 845193, 1048750, 15926725]"
843,844,"[1014689, 1127831, 5566472, 16100266, 865705]"
844,845,"[961846, 8090521, 8090537, 8090509, 965679]"
845,846,"[1053690, 15686674, 9296919, 890695, 5569230]"
846,847,"[1005274, 12330606, 1001827, 1081189, 830156]"
847,848,"[1044078, 1131526, 1028816, 15717031, 5591170]"
848,849,"[1128161, 12949524, 855202, 854754, 823862]"
849,850,"[991411, 835715, 895166, 6464126, 1058997]"
850,851,"[1058779, 857503, 1071939, 961554, 1121393]"
851,852,"[903325, 1126899, 1070820, 1106523, 1104343]"
852,853,"[6904485, 9859017, 6602729, 1137484, 1110142]"
853,854,"[1053690, 1043590, 1027569, 1002558, 1020682]"
854,855,"[1029743, 963868, 1044599, 14024948, 960791]"
855,856,"[15926887, 984715, 1068719, 1029743, 819304]"
856,857,"[9803545, 868548, 935126, 850529, 923149]"
857,858,"[1053690, 1029743, 1106523, 1126899, 1070820]"
858,859,"[1075368, 6395907, 13842090, 13842214, 913210]"
859,860,"[866871, 962568, 848071, 1028816, 903325]"
860,861,"[1075796, 899624, 1072523, 1009518, 833866]"
861,862,"[1068719, 908318, 1103629, 1058930, 1129576]"
862,863,"[5569135, 1119761, 1037337, 863447, 987724]"
863,864,"[899624, 12301100, 839438, 1029743, 1106523]"
864,865,"[899624, 962229, 6443332, 1075368, 1094352]"
865,866,"[834631, 1106523, 983584, 844179, 1126899]"
866,867,"[983584, 1075368, 1052155, 825365, 13008326]"
867,868,"[6534078, 834117, 9884484, 856942, 13008321]"
868,869,"[1034420, 8019216, 5592931, 1044078, 873654]"
869,870,"[909894, 860975, 1122358, 1071939, 1096036]"
870,871,"[913210, 1029743, 834117, 897083, 960732]"
871,872,"[849870, 1029743, 9836415, 6463729, 6463717]"
872,873,"[1029743, 1021133, 1106523, 921744, 935284]"
873,874,"[15596873, 1024306, 970030, 5592931, 1068719]"
874,875,"[896369, 992985, 1058997, 971983, 985893]"
875,876,"[1019751, 843418, 916993, 1003649, 913794]"
876,877,"[1126899, 1110764, 924864, 962568, 1137344]"
877,878,"[1106523, 924610, 15926886, 947798, 934427]"
878,879,"[903325, 962568, 844759, 862682, 1029743]"
879,880,"[951590, 13841744, 962229, 15926886, 5568378]"
880,881,"[9884698, 1029743, 898212, 856252, 859075]"
881,882,"[1029743, 1106523, 1043751, 1126899, 1053690]"
882,883,"[1057749, 8090440, 9524291, 962568, 848319]"
883,884,"[1085604, 879755, 974156, 888167, 885750]"
884,885,"[1127624, 1020682, 1006483, 870547, 1031864]"
885,886,"[863762, 1126899, 916909, 1096036, 879755]"
886,887,"[5590158, 845109, 878445, 923208, 884945]"
887,888,"[856252, 1003188, 15972298, 1029743, 5569230]"
888,889,"[1126899, 9526103, 999965, 1070276, 1106523]"
889,890,"[971811, 1027168, 9526626, 846285, 1029624]"
890,891,"[8090956, 1106523, 15926886, 945652, 1029743]"
891,892,"[1038217, 893501, 1128016, 1029743, 1043494]"
892,893,"[8292958, 876806, 872137, 1106523, 844179]"
893,894,"[890694, 9827666, 848319, 1053690, 1076325]"
894,895,"[1008596, 14050366, 7024847, 14111224, 943169]"
895,896,"[913210, 13842088, 13115981, 1003188, 929751]"
896,897,"[1079528, 1044507, 950824, 1126899, 5569230]"
897,898,"[900802, 972665, 1028816, 9187298, 15830972]"
898,899,"[983584, 875804, 1121393, 1029743, 1106523]"
899,900,"[976199, 1087618, 972418, 994825, 1029743]"
900,901,"[955921, 849578, 965766, 1106523, 5591814]"
901,902,"[962568, 970030, 903325, 913210, 1102959]"
902,903,"[6034857, 1070820, 1005274, 1126899, 1122358]"
903,904,"[1082310, 1038217, 1043324, 916993, 1013572]"
904,905,"[1046262, 9835509, 970030, 860248, 1104343]"
905,906,"[6979248, 911974, 12330856, 12330794, 1105623]"
906,907,"[950550, 893651, 1036347, 1071939, 999250]"
907,908,"[975508, 1052457, 1029743, 1078666, 1121384]"
908,909,"[976199, 8118506, 1029743, 963835, 1131602]"
909,910,"[826597, 1007512, 5582712, 871652, 882496]"
910,911,"[5563693, 903325, 12757312, 1128161, 5569845]"
911,912,"[1043751, 951590, 5592931, 899624, 879755]"
912,913,"[994223, 1134810, 1029743, 1070820, 1126899]"
913,914,"[1073150, 821083, 1071343, 904815, 1118533]"
914,915,"[1036753, 880150, 1068719, 826385, 1067820]"
915,916,"[824193, 901557, 12324841, 1021133, 1056762]"
916,917,"[965766, 1046262, 832007, 926796, 868423]"
917,918,"[859075, 13841744, 909894, 1058779, 972931]"
918,919,"[1029743, 822785, 1042438, 941856, 907631]"
919,920,"[1106523, 1097001, 899201, 936508, 879755]"
920,921,"[1029743, 993638, 9926758, 8090440, 1104604]"
921,922,"[13008234, 1058997, 1130581, 1132198, 852856]"
922,923,"[15924983, 1000753, 6533765, 910673, 947798]"
923,924,"[1029743, 6553737, 951590, 849505, 1058997]"
924,925,"[1089564, 995852, 977545, 838010, 848154]"
925,926,"[1138443, 1031253, 903325, 1101706, 850058]"
926,927,"[961554, 926422, 830615, 1022097, 913785]"
927,928,"[977508, 5565802, 1006063, 1055030, 1011926]"
928,929,"[1070820, 845193, 13842088, 938319, 1106523]"
929,930,"[962568, 8090532, 1016800, 883932, 1050741]"
